"Índice de Risco de Impacto para umidade relativa (média)","Índice de Risco de Impacto para umidade relativa (mediana)","Índice de Risco de Impacto para umidade relativa (PCA)"
0.292602316654292,0.3,0.340191779729626
0.475504337971789,0.480883899540955,0.378853518748145
0.370718710266456,0.466027167554916,0.246681317355355
0.293436655381196,0.32984910889469,0.26020149398452
0.317814886446765,0.325407114560092,0.288449454559701
0.375618845684632,0.249908301165888,0.320437185267862
0.462574654702333,0.544484086929946,0.325480846268579
0.263100812965606,0.23,0.266748400493184
0.536291387011274,0.387731890573919,0.454803649355912
0.437721162354266,0.408707011555745,0.358512798333011
0.261081780997234,0.252201837322271,0.257524061970551
0.374530315853969,0.32,0.386825732051256
0.320715469596179,0.33147280426163,0.289145451753898
0.479816226680173,0.539733691419554,0.33018901560852
0.365560389770661,0.375718257688139,0.275692250412983
0.542585710721411,0.502828723390924,0.496256819248366
0.381087453721404,0.331094980063305,0.263627836214923
0.528880898765332,0.639019222441778,0.401775279545759
0.234586572851997,0.23,0.270423096876621
0.359415618554877,0.415968888987934,0.289488140901938
0.394861474071559,0.397998950822933,0.377691828704117
0.42895120919875,0.425082383237041,0.433197076097545
0.350441793559668,0.333899342848869,0.336247192412973
0.336142916399287,0.28,0.344950178781041
0.47732444660657,0.467814089060252,0.387468835056327
0.425792880280013,0.370641116950814,0.389533387188928
0.329037020639504,0.290955099316134,0.313714626022717
0.511156723937436,0.606136824096529,0.415159118850947
0.409091542478879,0.390470494442993,0.417366625584184
0.584144427928376,0.657972050544249,0.467815145646732
0.36184222137509,0.18,0.270335848603162
0.465710090292163,0.521673212848493,0.342977768204428
0.375260181622255,0.348257597264327,0.371509165343611
0.532824674223063,0.546239739047663,0.464522437444474
0.545402076200375,0.63689182877659,0.418531494619517
0.313871854199757,0.19,0.259115365875332
0.400226410672293,0.32,0.400378605538673
0.443158813430602,0.407102817794289,0.424219197820221
0.26076721145125,0.26,0.286055160476199
0.288178439656152,0.25,0.301655414504861
0.432418488850416,0.440589052273312,0.31881835002584
0.487763284248552,0.454970489177176,0.401750136177737
0.488163170767689,0.564283219494486,0.407597941238225
0.186831966213627,0.21,0.228936086595544
0.508529409211544,0.567058780453216,0.383169478825359
0.308469605843915,0.223958733103731,0.276534749073652
0.327310295016751,0.311415520273246,0.328308311453013
0.354634372717915,0.23,0.304898650992352
0.481755269007189,0.504592384916587,0.463486549593283
0.498333102344568,0.469843467070399,0.499711903392375
0.55014031546051,0.583598524481015,0.571646807986276
0.544380610924535,0.596949835178404,0.499303958767714
0.562265507626343,0.560966850431366,0.518980162200349
0.449263737672255,0.44,0.50812903416736
0.424132257566965,0.43638084622519,0.55682294850781
0.248750941081084,0.256800216654161,0.370467296538356
0.551185786410905,0.507535349618403,0.553571092647771
0.306618178096489,0.32,0.366062623136246
0.506216740791441,0.488708914719833,0.466926469031214
0.364431130989255,0.34,0.399583335401702
0.44998603800197,0.41,0.472258972533515
0.561595854930628,0.510225574382154,0.549214823951092
0.516411126593163,0.489852558719588,0.505691541502041
0.456657693550413,0.455878611337092,0.49157414984974
0.483566657731206,0.50736219976927,0.627688805979967
0.397425589985755,0.42,0.479827006652875
0.541153499530517,0.541912162588966,0.56328553938538
0.428916778693804,0.510534760310774,0.631815282115536
0.484593593528142,0.384859378622812,0.751422566982564
0.408662539921446,0.38,0.444178047300766
0.424112889255941,0.44,0.511066421059785
0.479015433749284,0.488392827164775,0.369036630525228
0.55057735961484,0.59,0.689292061527042
0.390370882021336,0.27,0.355473046050516
0.407672420299197,0.28,0.370771738348237
0.389765452733918,0.392004814448021,0.253150513392645
0.498704855077049,0.494221455817057,0.652683018458633
0.448297993088474,0.443352067582737,0.485587719414303
0.418865415047333,0.386900931715729,0.274832648665414
0.428247417272474,0.4,0.457831370809322
0.405407460318693,0.356686618071804,0.356452705375451
0.500598833379652,0.4,0.499447946855959
0.525622846434541,0.43,0.534500578046165
0.422269406223195,0.515835618252487,0.68848859424488
0.552418342122314,0.586770713721542,0.408964017041182
0.502047224392171,0.570243467230781,0.343556259976251
0.393865672618746,0.458133137883552,0.564287140766686
0.356795886662319,0.328416224020445,0.498847847132724
0.394068208732223,0.48,0.546565627617921
0.42613208080035,0.5,0.577737680413817
0.484943929623079,0.528924232609885,0.670869005225051
0.553317936260733,0.48,0.587378351044982
0.493543343359343,0.505469082678686,0.477122917075393
0.371241913777239,0.44,0.500853133713527
0.523791004620387,0.38262810794387,0.415405709925148
0.450741040513549,0.360544716318084,0.316905842148816
0.483060979874655,0.52,0.620338885735241
0.375930400729455,0.279470928788787,0.283387022342813
0.545995671192122,0.68,0.775315100305367
0.497154246372864,0.61,0.694079721755131
0.528596683093377,0.65,0.74828253164479
0.549531301734638,0.528768277474909,0.559510375190089
0.459625570588946,0.365464624240103,0.423670740912867
0.355826949853113,0.374033686012725,0.302628365629645
0.476383153149916,0.481278656810306,0.455323064894199
0.505945326476467,0.51,0.604533606678028
0.470078994745163,0.55138715720094,0.299055594803822
0.336285370410839,0.287431404406771,0.127660508007539
0.360400172690959,0.277815531194694,0.328503414322618
0.397183888736494,0.35,0.428765181229275
0.51421824338969,0.510713741884086,0.433902420516275
0.328806100944035,0.367506177333019,0.203179303672904
0.338521835248275,0.439114048802441,0.515745006786297
0.482288861891408,0.507022152614149,0.265362069937905
0.4899921477354,0.380132750679444,0.357932987638959
0.37607444237853,0.47,0.529032155486866
0.567608745971955,0.630408561239452,0.807580182250002
0.49269232982993,0.423471301647182,0.699679649944102
0.440856980910861,0.397521795051012,0.69954871121159
0.382556361023677,0.273569417050305,0.209270111307048
0.366855950993624,0.279990022455309,0.279410964464557
0.43808311670468,0.32075476036062,0.7683291978975
0.574826068090231,0.51,0.625871294611242
0.518309606323257,0.58,0.681668983870358
0.496558798696688,0.470676440400482,0.75314121026515
0.477057869140758,0.55,0.635520066104108
0.346082987575945,0.226201100124475,0.180622777159181
0.328025698407005,0.377713942797603,0.210514129156721
0.455700749964305,0.429602249892914,0.131779158644919
0.331068512488298,0.164147663990113,0.102318618922896
0.306167988229385,0.444467940093072,0.0656776108751495
0.346100218800348,0.446358468893789,0.0827891409892924
0.47331331385395,0.57532659109498,0.125958967264447
0.496784068526386,0.613952377880461,0.244542721314843
0.414318334549218,0.362902203314421,0.22339196836603
0.361114745286623,0.389166802353417,0.12040830864043
0.411840871464732,0.356717333277782,0.119517278160049
0.385376493746068,0.433002215502231,0.101023369718165
0.38321735940782,0.327744400250736,0.109799680469316
0.430835848683696,0.431835127762421,0.22418243470139
0.342550759888951,0.289607065671888,0.130171959067487
0.354963848603911,0.295282770404057,0.117792920995666
0.448527595087894,0.43,0.528929812118076
0.560579763916435,0.499634811352894,0.77372657495178
0.580482984133643,0.682163043786489,0.804827738659871
0.248199919468294,0.14,0.190683523501971
0.31530925568251,0.436649861637518,0.111340372768241
0.304893251409025,0.31,0.349316534668125
0.423397363746761,0.535855498632758,0.23273605553789
0.511801381612415,0.566999949074085,0.859777279400025
0.489036933809008,0.531180723188841,0.765689787918458
0.460709709480946,0.516261140424013,0.417955825004439
0.66130329958788,0.628039958714714,0.934697546310924
0.502116577165195,0.466939382542854,0.837579390386828
0.39110379323051,0.455948548227795,0.221987271511763
0.425367984154374,0.481928595435013,0.619085132028585
0.503301502414849,0.52,0.578081469476524
0.494401014991183,0.50916839470189,0.775429574704092
0.482512965252028,0.410280631180009,0.756790969709632
0.418874684271971,0.530536132182058,0.164780335229653
0.565521098863055,0.493619119342492,0.810878207567094
0.524972386302656,0.579690251500947,0.363278772428822
0.414051810957404,0.485358334907265,0.26366536218211
0.436310100977915,0.48,0.545085414261124
0.495938317832482,0.482229358631306,0.763647200529603
0.639977356144446,0.537951923856429,0.9768493630483
0.562364685074495,0.554002995858032,0.674724845647723
0.348656300888622,0.19,0.271809140651904
0.5200376470089,0.409498178758386,0.875143057106371
0.545667242382924,0.519488826591076,0.784384673738816
0.481033116680061,0.501364360608087,0.772622779186078
0.306573109115013,0.294285435572902,0.0797086404518859
0.327209140274531,0.262138446069847,0.177751493549011
0.340776429107531,0.19,0.270248022666638
0.524384596657018,0.465345637647618,0.747456168959212
0.423970539356473,0.631948356714314,0.0986360604856794
0.55083970222595,0.704867223431586,0.811831907611951
0.360562498679584,0.434107885702559,0.228010293526029
0.293489916311594,0.0982071247930162,0.135207133768883
0.218898609423251,0.282726128122065,0.0428223664078542
0.507590381120351,0.499844871100257,0.891072239578752
0.405530830561307,0.41,0.46208292318635
0.390467747602417,0.388547030468938,0.520820063341029
0.429147939009436,0.438119226780831,0.653592211745571
0.446407884601312,0.499176254501215,0.25201812900978
0.471439526927701,0.406968322472652,0.409547584287498
0.431451604454504,0.507098111159034,0.277806139553563
0.380280686405509,0.346069869857393,0.373884289166261
0.26820289533144,0.351614304894471,0.143953809215552
0.559778389572854,0.559433966914797,0.713976856721117
0.373213782637673,0.401188537706734,0.307847823075319
0.405021104689123,0.240728900600811,0.781960792417826
0.490402897642756,0.410280631180009,0.786049592646486
0.334054317850558,0.346596853179826,0.210865314289792
0.495273655007787,0.560159208509947,0.656289251124879
0.350235168202958,0.287760023942197,0.598979704129441
0.366156087423031,0.253119313546153,0.665028084802492
0.215657383653101,0.218464894328138,0.0990343878678026
0.450445334933887,0.33631223239717,0.752620339493845
0.395677172607224,0.26669149931517,0.852091500472138
0.419488986332694,0.506349101549091,0.238239222450916
0.468482444678321,0.383442519586942,0.445063473446051
0.341039443327027,0.463617971391314,0.146456023389466
0.524226133338945,0.519109622956406,0.657021710689639
0.377913444989444,0.503387109848825,0.186057567889444
0.560825772752723,0.503217632315817,0.956915706141303
0.241108622548042,0.13,0.182950878098267
0.469447760829835,0.466406787932313,0.510090303610821
0.434252226989425,0.33158518524276,0.708702491818556
0.255278105045672,0.21,0.259401125478713
0.334742178660103,0.371756188865249,0.175145894624323
0.452229189263117,0.307788454663611,0.788415208441334
0.43822859107,0.46,0.524135409797012
0.251824347420443,0.240758970391668,0.16432001903031
0.239958739737404,0.3035327486752,0.0500193257990436
0.368654526318881,0.416551464772777,0.0953024560222031
0.420763276931578,0.390873046751574,0.390614811524893
0.3864837007383,0.52350276200938,0.187686005854222
0.620223699798377,0.76,0.868553592549733
0.417501378547614,0.344232319064117,0.729134314715995
0.397703428698698,0.231734989432097,0.753779656628903
0.582600147981378,0.754439432348289,0.878585319923638
0.586621632080052,0.523598978187458,0.838842044878489
0.240217169122413,0.347796007166527,0.0632763277101842
0.328584931910361,0.395939803146627,0.109656919174184
0.488269496076563,0.543281264262177,0.768082630560727
0.305740707255432,0.288340554218838,0.166040817588971
0.426749956289198,0.458000212098569,0.226076577680325
0.493221279192812,0.402939907175921,0.774981889110724
0.450745547525748,0.522670861374847,0.24532585505722
0.642959362798527,0.597577437870525,0.912338412158534
0.414653020200308,0.264324429493069,0.7499284394652
0.359549491123592,0.326209440125153,0.327408243961139
0.309508722871417,0.276187406220868,0.639239360965592
0.474918200048329,0.50527518960988,0.752955029975966
0.617452181728621,0.525263192282702,0.89073962829373
0.370379620854487,0.394592690044228,0.192352961860936
0.285938348305587,0.15,0.214252139287298
0.602857134246788,0.626327977604039,0.564979027349894
0.3646807317668,0.474129792896222,0.200257416792329
0.425360837165368,0.344712710711114,0.739942533333036
0.514687884573074,0.59593417999245,0.395584694724425
0.357728051993718,0.435213692782221,0.192223675306458
0.604404373736475,0.752796327106045,0.862763507439371
0.54414084311917,0.530760941834028,0.841268437530242
0.52471816628223,0.56162440476531,0.737316821518146
0.595207054012952,0.620283503528143,0.925398215909788
0.564145376915087,0.580488735705442,0.850118948189387
0.663679510606314,0.77,0.883393373962079
0.585946420280993,0.617058293892225,0.818748109414648
0.45298614924892,0.43,0.514294171333559
0.61148366834146,0.647982484935873,0.807918796019783
0.641735663713672,0.61,0.723428235084162
0.635504196128072,0.60543669458844,0.939856071112932
0.626457393542712,0.736823760896031,0.855195506302658
0.571051666739489,0.490266088923088,0.919169162864435
0.591425222410611,0.611404373872164,0.771396796038609
0.645114421565316,0.566553667118236,0.899621010483024
0.446038575393445,0.474115397691434,0.433608394532916
0.257529868170096,0.373065777188773,0.0512105180202627
0.401985500639111,0.545070999500841,0.14441082316127
0.146717312102854,0.156552804076285,0.0662889965054213
0.0764684066638367,0.0785925764767939,0
0.301008264706225,0.214381788142304,0.248345213220423
0.166586328295152,0.211087665226821,0.0196288196597017
0.213246930961152,0.251104367165572,0.0306046973147193
0.231700214427734,0.280944803903859,0.0362384026423561
0.16101230633477,0.225768615725805,0.0201131303935316
0.168112191694691,0.234696085794772,0.0220451004916205
0.200123928512439,0.195986653022991,0.0234710273425351
0.292269306366635,0.39533290699651,0.07280866429
0.398419357672467,0.33,0.381036704337502
0.460723348800248,0.59,0.673535076296098
0.601287462759711,0.693650318848847,0.980801099040284
0.387368120217519,0.240462217639557,0.266093891542729
0.650751339375804,0.736036599985297,0.916137259907577
0.285922670301841,0.250858336805902,0.419352132886266
0.42735626332885,0.326572141169328,0.404675705526101
0.620519443170841,0.65,0.737269998515761
0.526279188032784,0.492749643464498,0.759817178800199
0.569383205659893,0.538816674376009,0.601634472487731
0.355502654386098,0.407512810808905,0.210296562817165
0.533278388344862,0.537899731727766,0.620547555696266
0.622359796361434,0.63,0.736155402182177
0.608998675594197,0.556281813896953,0.873961484573784
0.253115395576223,0.248082434248203,0.332196351161186
0.559139109471852,0.52,0.625916253264744
0.447188603774622,0.476084608963306,0.450286433821837
0.50033427037319,0.509624501088473,0.53797306213873
0.364985467758345,0.4,0.43308005876588
0.498862872793433,0.48,0.574590210908871
0.552192137929146,0.477314989988893,0.539566010540579
0.459326091180772,0.623291657106361,0.74233508848998
0.286434707523522,0.364501712616259,0.0645130162042072
0.670210547214119,0.611115641718873,0.914271539474025
0.372801603864876,0.274921137812746,0.627028545670962
0.383192859852593,0.368312316415895,0.364478451035219
0.321295132665106,0.395794537090529,0.205932493469316
0.580043280609787,0.629057832747921,0.961988543434044
0.566627970281289,0.747844362476797,0.846872542405626
0.40032327865765,0.36118038264465,0.562068777412416
0.350555265231053,0.34,0.382441962199062
0.219757203358088,0.281195118393629,0.0433352855027214
0.288690932218858,0.408717224622498,0.0958680412494206
0.30355794417518,0.25,0.281688045642365
0.309822109714567,0.24,0.297226333579749
0.202922472015515,0.247696635429548,0.0286785975531667
0.189687512263294,0.0571634866016707,0.0509875473099906
0.116709923717902,0.06,0.0732907394988761
0.638701310327438,0.640651024011488,0.886382037343503
0.17637511397598,0.24,0.254072495794486
0.143319890115082,0.06,0.0856158784923975
0.585127010012053,0.71,0.809247493373964
0.698693907261567,0.736932944167474,1
0.380371121182556,0.445333209902566,0.149405415339832
0.653398016124071,0.62,0.737081248507668
0.410442477531727,0.526813090725099,0.189363146618792
0.418009377677204,0.250669983104141,0.33871701615284
0.277235930101655,0.297976497683545,0.0838973758600117
0.328902896375899,0.364013174996198,0.21166795746898
0.219426627209651,0.239492494744148,0.192626954129745
0.326864499436611,0.271338088519227,0.297355214392708
0.636883081775812,0.51851849025753,0.99881129837757
0.407562905273151,0.32,0.406153862950138
0.459477207760369,0.39,0.4859552641308
0.605434046712288,0.56,0.650384894108047
0.183552773447142,0.256519193937124,0.0264688367920379
0.672396861147172,0.630926379903713,0.986114842218874
0.357787957488003,0.36,0.414073486585054
0.687937471980453,0.739890388509722,0.969982733037124
0.588834590329518,0.619395073808242,0.83848854222218
0.442087297733366,0.474663777976007,0.647207467458534
0.628984732199763,0.645805764916049,0.780433879659859
0.541640901566512,0.641053645170049,0.737749611621993
0.518236931685528,0.459101937559241,0.860364354720295
0.518088339194815,0.492546285999075,0.549241077383759
0.608724290237679,0.684168056265017,0.847569315579795
0.346142637671526,0.177837052109791,0.719203664431156
0.60052927649806,0.745561968411665,0.909176110894667
0.360637963252821,0.42,0.470267103879208
0.250079292959832,0.259224274608301,0.332750331356941
0.547710976319817,0.703645415713377,0.858915734687885
0.652993504356577,0.74,0.850603320686802
0.576199503894853,0.63,0.725794045029487
0.523226199673695,0.557546129436283,0.879762544520971
0.63374732499979,0.62975549589052,0.68140746894966
0.316401236644448,0.32,0.368929384117395
0.297593788340601,0.402261857756087,0.0658598763396046
0.308258035138196,0.372353853207112,0.218751671179243
0.654724214716888,0.627188287079651,0.963937185513449
0.219726809404112,0.279626067731435,0.0342476213231731
0.56395670477134,0.586752627944562,0.774371456393838
0.328177297365017,0.442784152445738,0.132989073871258
0.607488467452913,0.770125167309352,0.941139628480129
0.484300829946293,0.57696286690174,0.656126616658859
0.515078577942615,0.49,0.585862907473226
0.628920686868211,0.703775243387922,0.957437938389527
0.305469889921399,0.266146982356339,0.513701658958418
0.261604479764241,0.273359081040635,0.459834438452549
0.570879783618494,0.728465328177762,0.874359364633251
0.284275903073332,0.292423660404672,0.121914768893763
0.195364655963706,0.273580863650563,0.0298868279367691
0.530765327296145,0.73,0.823489425226433
0.258364116472381,0.289545579801507,0.174712178040002
0.401505737074979,0.253595232874716,0.737349218910452
0.270677108606456,0.261899050188211,0.269453592569945
0.491931525759594,0.415384513912301,0.760397217840572
0.500684365030009,0.501610407463905,0.523642155026673
0.547459508914353,0.56,0.639686361681062
0.301370728149263,0.204080347213249,0.249452515898297
0.260216967436907,0.255200457764699,0.276739693421673
0.578720656214581,0.641495613399705,0.8675596463364
0.59342907800875,0.58,0.667864758298246
0.259179458946676,0.186727145923456,0.155260019069443
0.261668746163089,0.243997180042668,0.3903766305908
0.429726577712634,0.495818721542057,0.640121004303216
0.318591376403114,0.377644475448938,0.154750164178855
0.631232963252572,0.542885878675842,0.942955435583322
0.67553704132573,0.754606309529169,0.988478613653208
0.645916059858231,0.720413029061362,0.856719079548671
0.488874344346349,0.53,0.618197219516883
0.61049833815708,0.71,0.814975561177929
0.203246838299205,0.164290871650418,0.0469736912531815
0.321084842989199,0.222296137789805,0.230462623793307
0.355878748091137,0.21,0.295980707809131
0.429505648077017,0.475519171802568,0.314334821920338
0.155503603059479,0.197196406982423,0.0166171525000028
0.221461760305514,0.215340945595343,0.162105479745844
0.337836581885871,0.506462470936668,0.0736128830921837
0.297692759400567,0.261351409464338,0.113360566726748
0.257250283252569,0.290464905435967,0.0587101493098972
0.283703103298248,0.298876852714225,0.121071450241395
0.200645582391409,0.0761564800509107,0.114279657608644
0.425556413721914,0.489658873780892,0.333717964704808
0.305268362142141,0.337177408780154,0.213017142257494
0.197355077584881,0.268167295432338,0.0487720791948789
0.389539108128883,0.469597732163807,0.116677840232647
0.34941088828614,0.303676922088786,0.295517196064724
0.146145507100196,0.142348089937074,0.0100960599935813
0.297190756083118,0.336739350370889,0.175103289368479
0.177596501605667,0.2,0.218011131715016
0.352037632317646,0.326367680348661,0.268717631681738
0.34298723968318,0.372858841504521,0.277739467452632
0.298759874165721,0.309729167588496,0.100744822816955
0.250666416747152,0.308497051545088,0.118037010174909
0.192448071465686,0.22124867477002,0.139047334254562
0.428651987217473,0.508759257001895,0.20752574696489
0.286191896648794,0.297999013873692,0.0705433679432793
0.242140936013285,0.2,0.234131456646597
0.296140969551951,0.335493555564777,0.137163502981185
0.3240917432367,0.360282473551487,0.0812033351240291
0.338663100045183,0.405383246945906,0.135036495584278
0.410137714097676,0.383838602076354,0.254108301745535
0.334809796917675,0.363288856091143,0.155301279552392
0.269733570139921,0.307941941954319,0.0711159342656541
0.270163681585278,0.176887982818759,0.109236217254973
0.239408699005451,0.0630470893203393,0.0978113575038256
0.323102937105046,0.246087568799714,0.280827676153596
0.199723621202953,0.270580913649066,0.0356423602295421
0.209102225827259,0.272253864382095,0.0998486748023079
0.366607387819215,0.413338097021473,0.164882547126136
0.309870811033957,0.301492460216011,0.11492886156308
0.154060545631633,0.0949011664659494,0.0069542453351162
0.272885047534874,0.296303546950516,0.0993971093641271
0.259760162903333,0.281301015676308,0.0864852933026529
